Tema,Título,Tese,Situação,Ramo,Relator,Processo paradigma
99,"Extensão da forma de cálculo da COFINS e do PIS, fixada para as empresas que realizam a comercialização de veículos usados, para as pessoas jurídicas que atuam no ramo industrial._x000D_","A questão da possibilidade de estender, às pessoas jurídicas que atuam no ramo industrial, as deduções da base de cálculo da Contribuição para o Financiamento da Seguridade Social - COFINS e da Contribuição ao Programa de Integração Social - PIS, fixadas para as instituições financeiras e revendedoras de veículos usados pelas Leis n. 9.716/1998 e n. 9.718/1998, não tem repercussão geral, pois ausente relevância econômica, política, social ou jurídica que transcenda ao interesse das partes.",Ativo · RG negada - questão sem relevância,DIREITO TRIBUTÁRIO,MIN. MENEZES DIREITO,RE 585740
98,"Auto-aplicabilidade do art. 192, § 3º, da Constituição Federal, na redação anterior à Emenda Constitucional nº 40/2003.","A norma do § 3º do artigo 192 da Constituição, revogada pela Emenda Constitucional nº 40/2003, que limitava a taxa de juros reais a 12% ao ano, tinha sua aplicação condicionada à edição de lei complementar.",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO CIVIL,MINISTRO PRESIDENTE,RE 582650
97,Tema cancelado.,,Cancelado · **Cancelado**,DIREITO TRIBUTÁRIO,,RE 585702
96,Incidência de juros de mora no período compreendido entre a data da conta de liquidação e a expedição do requisitório.,Incidem os juros da mora no período compreendido entre a data da realização dos cálculos e a da requisição ou do precatório.,Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. MARCO AURÉLIO,RE 579431
95,Majoração da alíquota da COFINS de 2% para 3% pela Lei nº 9.718/98.,"É constitucional a majoração da alíquota da Cofins de 2% para 3%, instituída no artigo 8º da Lei nº 9.718/1998.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. MARCO AURÉLIO,RE 527602
94,Exigência de reserva de plenário para as situações em que a Emenda Constitucional nº 29/2000 deixa de ser aplicada em face da incidência da versão primitiva da norma constitucional por ela modificada.,"É constitucional a Emenda Constitucional nº 29, de 2000, no que estabeleceu a possibilidade de previsão legal de alíquotas progressivas para o IPTU de acordo com o valor do imóvel.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. MARCO AURÉLIO,RE 586693
93,Exigência de reserva de plenário para as situações de não-aplicabilidade do art. 4º da Lei Complementar nº 118/2005 às ações ajuizadas anteriormente à sua vigência.,"Viola a cláusula de reserva de plenário (CF, art. 97) a decisão de órgão fracionário de Tribunal que, embora não declare expressamente a inconstitucionalidade de lei ou ato normativo do poder público, afasta sua incidência, no todo ou em parte.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MINISTRO PRESIDENTE,RE 580108
92,Vinculação de receita proveniente de majoração de alíquota do ICMS pela Lei paulista nº 9.903/97.,"Não viola o art. 167, IV, da Constituição Federal lei estadual que, ao prever o aumento da alíquota do Imposto sobre Circulação de Mercadorias e Serviços – ICMS, impõe ao Chefe do Executivo a divulgação da aplicação dos recursos provenientes desse aumento.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. CÁRMEN LÚCIA,RE 585535
91,"Aplicação do prazo nonagesimal previsto no art. 150, III, c, da Constituição Federal relativamente à Lei paulista nº 11.813/2004._x000D_","O prazo nonagesimal previsto no art. 150, III, c, da Constituição Federal somente deve ser utilizado nos casos de criação ou majoração de tributos, não nas situações, como a prevista na Lei paulista 11.813/04, de simples prorrogação de alíquota já aplicada anteriormente.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. ELLEN GRACIE,RE 584100
90,Competência para processar e julgar a execução de créditos trabalhistas no caso de empresa em fase de recuperação judicial.,Compete ao juízo comum falimentar processar e julgar a execução dos créditos trabalhistas no caso de empresa em fase de recuperação judicial.,Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. RICARDO LEWANDOWSKI,RE 583955
89,Renda a ser usada como parâmetro para a concessão do auxílio-reclusão._x000D_,"Segundo decorre do art. 201, IV, da Constituição Federal, a renda do segurado preso é a que deve ser utilizada como parâmetro para a concessão do auxílio-reclusão e não a de seus dependentes.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PREVIDENCIÁRIO,MIN. RICARDO LEWANDOWSKI,RE 587365
88,"Aplicação do art. 29 da Lei nº 8.213/91, com a redação dada pela Lei nº 9.876/99, a benefícios concedidos antes da respectiva vigência._x000D_","Em razão do caráter contributivo do regime geral de previdência (CF/1988, art. 201, caput), o art. 29, § 5º, da Lei nº 8.213/1991 não se aplica à transformação de auxílio-doença em aposentadoria por invalidez, mas apenas a aposentadorias por invalidez precedidas de períodos de auxílio-doença intercalados com intervalos de atividade, sendo válido o art. 36, § 7º, do Decreto nº 3.048/1999, mesmo após a Lei nº 9.876/1999.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PREVIDENCIÁRIO,MIN. AYRES BRITTO,RE 583834
87,Exigibilidade do PIS e da COFINS sobre os valores das vendas a prazo inadimplidas._x000D_,"As vendas inadimplidas não podem ser excluídas da base de cálculo da contribuição ao PIS e da COFINS, visto que integram a receita da pessoa jurídica.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. DIAS TOFFOLI,RE 586482
86,Direito adquirido à validação automática de diploma de curso superior obtido no exterior.,"A questão do direito adquirido ao registro automático, independente de processo de revalidação, de diploma de curso superior concluído nos países signatários da Convenção Regional sobre o Reconhecimento de Estudos, Títulos e Diplomas de Ensino Superior na América Latina e Caribe, inserida no ordenamento jurídico brasileiro pelo Decreto 80.419/1977, quando o pedido de registro ocorrera após a revogação da referida legislação (Decreto 3.007/1999), não tem repercussão geral, pois ausente relevância econômica, política, social ou jurídica que transcenda o interesse das partes.",Ativo · RG negada - questão sem relevância,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. RICARDO LEWANDOWSKI,RE 584573
85,Delegação ao Ministro da Fazenda da competência para instituir taxa destinada ao ressarcimento de custos de selo de controle do IPI.,"A questão da recepção, pela Constituição Federal de 1988, do art. 3º do Decreto-Lei n. 1.437/1975, que permite ao Ministro da Fazenda instituir taxa destinada ao ressarcimento dos custos e demais encargos de selo de controle do Imposto sobre Produto Industrializado - IPI, não tem repercussão geral, pois ausente relevância econômica, política, social ou jurídica que transcenda ao interesse das partes.",Ativo · RG negada - questão sem relevância,DIREITO TRIBUTÁRIO,MIN. MARCO AURÉLIO,RE 559994
84,Exclusão do valor dos descontos incondicionais da base de cálculo do IPI._x000D_,"É formalmente inconstitucional, por ofensa ao artigo 146, inciso III, alínea “a”, da Constituição Federal, o § 2º do artigo 14 da Lei nº 4.502/1964, com a redação dada pelo artigo 15 da Lei nº 7.798/1989, no ponto em que prevê a inclusão de descontos incondicionais na base de cálculo do Imposto sobre Produtos Industrializados – IPI, em descompasso com a disciplina da matéria no artigo 47, inciso II, alínea “a”, do Código Tributário Nacional.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. MARCO AURÉLIO,RE 567935
83,Responsabilidade civil do Estado por indenização em virtude de demora excessiva e injustificada na apreciação do pedido de aposentadoria de servidor público.,"A questão da responsabilidade civil do Estado por indenização em virtude de demora excessiva e injustificada na apreciação do pedido de aposentadoria de servidor público não tem repercussão geral, pois ausente relevância econômica, política, social ou jurídica que transcenda ao interesse das partes.",Ativo · RG negada - questão sem relevância,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. MENEZES DIREITO,RE 584186
82,"Possibilidade de execução de título judicial, decorrente de ação ordinária coletiva ajuizada por entidade associativa, por aqueles que não conferiram autorização individual à associação, não obstante haja previsão genérica de representação dos associados em cláusula do estatuto.","I – A previsão estatutária genérica não é suficiente para legitimar a atuação, em Juízo, de associações na defesa de direitos dos filiados, sendo indispensável autorização expressa, ainda que deliberada em assembleia, nos termos do artigo 5º, inciso XXI, da Constituição Federal;_x000D_
II – As balizas subjetivas do título judicial, formalizado em ação proposta por associação, são definidas pela representação no processo de conhecimento, limitada a execução aos associados apontados na inicial.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. MARCO AURÉLIO,RE 573232
81,Estorno na remuneração de auditores fiscais do Estado de Rondônia com base no subsídio do Governador.,"A questão do teto remuneratório dos auditores fiscais de Rondônia, calculado com base no subsídio do Governador e não no de Desembargador, não tem repercussão geral, pois ausente relevância econômica, política, social ou jurídica que transcenda o interesse das partes.",Ativo · RG negada - questão sem relevância,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. RICARDO LEWANDOWSKI,RE 576336
80,Majoração da alíquota do IPI para o açúcar.,"Surge constitucional, sob o ângulo do caráter seletivo, em função da essencialidade do produto e do tratamento isonômico, o artigo 2º da Lei nº 8.393/1991, a revelar alíquota máxima de Imposto sobre Produtos Industrializados - IPI de 18%, assegurada isenção, quanto aos contribuintes situados na área de atuação da Superintendência de Desenvolvimento do Nordeste - SUDENE e da Superintendência de Desenvolvimento da Amazônia - SUDAM, e autorização para redução de até 50% da alíquota, presentes contribuintes situados nos Estados do Espírito Santo e do Rio de Janeiro.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. MARCO AURÉLIO,RE 592145
79,"a) Reserva de lei complementar para instituir PIS e COFINS sobre a importação._x000D_
b) Aplicação retroativa da Lei nº 10.865/2004.",,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO TRIBUTÁRIO,MIN. NUNES MARQUES,RE 565886
78,Observância de simetria federativa por decisão do Tribunal de Justiça que declarou a inconstitucionalidade de Emendas à Lei Orgânica do Distrito Federal.,"A questão da declaração de inconstitucionalidade das Emendas distritais n. 13/1996 e n. 17/1997 pelo Tribunal de Justiça, no que ofenderam normas da Lei Orgânica do Distrito Federal, não tem repercussão geral, pois ausente relevância econômica, política, social ou jurídica que transcenda ao interesse das partes.",Ativo · RG negada - questão sem relevância,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. MARCO AURÉLIO,RE 561994
77,Cabimento do mandado de segurança contra decisões interlocutórias exaradas em processos submetidos ao rito da Lei nº 9.099/95.,Não cabe mandado de segurança das decisões interlocutórias exaradas em processos submetidos ao rito da Lei 9.099/1995.,Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. EROS GRAU,RE 576847
76,Teto da renda mensal dos benefícios previdenciários concedidos anteriormente à vigência das Emendas Constitucionais nos 20/98 e 41/2003._x000D_,"Não ofende o ato jurídico perfeito a aplicação imediata do art. 14 da Emenda Constitucional 20/1998 e do art. 5º da Emenda Constitucional 41/2003 aos benefícios previdenciários limitados a teto do regime geral de previdência estabelecido antes da vigência dessas normas, de modo a que passem a observar o novo teto constitucional.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PREVIDENCIÁRIO,MIN. CÁRMEN LÚCIA,RE 564354
75,Dedução da CSLL na apuração da sua própria base de cálculo e da base de cálculo do IRPJ._x000D_,"É constitucional a proibição de deduzir-se o valor da Contribuição Social sobre o Lucro Líquido – CSLL do montante apurado como lucro real, que constitui a base de cálculo do Imposto de Renda de Pessoa Jurídica – IRPJ.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. JOAQUIM BARBOSA,RE 582525
74,Competência para julgamento de ação de interdito proibitório cuja causa de pedir decorre de movimento grevista._x000D_,Compete à Justiça do Trabalho o julgamento das ações de interdito proibitório em que se busca garantir o livre acesso de funcionários e de clientes às agências bancárias interditadas em decorrência de movimento grevista.,Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. MENEZES DIREITO,RE 579648
73,Direito de servidor à diferença de remuneração em virtude de desvio de função.,"A questão de o servidor público ter direito ao pagamento de diferenças pecuniárias em virtude de ter exercido trabalho em desvio de função não tem repercussão geral, pois ausente relevância econômica, política, social ou jurídica que transcenda ao interesse das partes.",Ativo · RG negada - questão sem relevância,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. MENEZES DIREITO,RE 578657
72,Inclusão do salário-maternidade na base de cálculo da Contribuição Previdenciária incidente sobre a remuneração.,É inconstitucional a incidência de contribuição previdenciária a cargo do empregador sobre o salário maternidade.,Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. LUÍS ROBERTO BARROSO,RE 576967
71,"a) Exigência de reserva de plenário para as situações de não-aplicação do art. 56 da Lei nº 9.430/96, que revogou a isenção da COFINS para as sociedades prestadoras de serviços.
b) Necessidade de lei complementar para a revogação da isenção da COFINS para as sociedades prestadoras de serviços.","É legítima a revogação da isenção estabelecida no art. 6º, II, da Lei Complementar 70/1991 pelo art. 56 da Lei 9.430/1996, dado que a LC 70/1991 é apenas formalmente complementar, mas materialmente ordinária com relação aos dispositivos concernentes à contribuição social por ela instituída.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. ALEXANDRE DE MORAES,RE 377457
70,Possibilidade de conjugar vantagens de dois regimes previdenciários distintos para cálculo do benefício de aposentadoria.,"Na sistemática de cálculo dos benefícios previdenciários, não é lícito ao segurado conjugar as vantagens do novo sistema com aquelas aplicáveis ao anterior, porquanto inexiste direito adquirido a determinado regime jurídico.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PREVIDENCIÁRIO,MIN. RICARDO LEWANDOWSKI,RE 575089
69,Inclusão do ICMS na base de cálculo do PIS e da COFINS.,O ICMS não compõe a base de cálculo para a incidência do PIS e da COFINS.,Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. CÁRMEN LÚCIA,RE 574706
68,"Validade de contrato de adesão, firmado entre distribuidora e revendedora de combustíveis, que confere exclusividade de fornecimento de produtos derivados de petróleo.","A questão da validade de contrato de adesão, firmado entre distribuidora e revendedora de combustíveis, que confere exclusividade de fornecimento de produtos derivados de petróleo, não tem repercussão geral, pois ausente relevância econômica, política, social ou jurídica que transcenda ao interesse das partes.",Ativo · RG negada - questão sem relevância,DIREITO CIVIL,MIN. CÁRMEN LÚCIA,RE 573181
67,"Extensão aos inativos da GDASST em 60 pontos a partir da Medida Provisória nº 198/94, convertida na Lei nº 10.971/2004._x000D_","A Gratificação de Desempenho de Atividade de Seguridade Social e do Trabalho -GDASST deve ser estendida aos inativos nas mesmas condições em que concedida aos servidores em atividade, ou seja, no valor de 60 (sessenta) pontos, a partir do advento da Medida Provisória 198/2004, convertida na Lei 10.971/2004, que alterou a sua base de cálculo. Isso porque, embora de natureza pro labore faciendo, a falta de regulamentação das avaliações de desempenho transmudou a GDASST em uma gratificação de natureza genérica, extensível aos servidores inativos.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. RICARDO LEWANDOWSKI,RE 572052
66,Reserva de lei para a vedação de nepotismo no âmbito dos Poderes Executivo e Legislativo._x000D_,"A vedação ao nepotismo não exige a edição de lei formal para coibir a prática, dado que essa proibição decorre diretamente dos princípios contidos no art. 37, caput, da Constituição Federal.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. RICARDO LEWANDOWSKI,RE 579951
65,Acumulação por militar de dois cargos públicos: um de natureza militar e outro de professor.,"A questão da possibilidade, ou não, de policiais e oficiais militares acumularem cargos públicos – um de natureza militar e outro de magistério – não tem repercussão geral, pois ausente relevância econômica, política, social ou jurídica que transcenda o interesse das partes.",Ativo · RG negada - questão sem relevância,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. RICARDO LEWANDOWSKI,RE 579720
64,"Diferença de tratamento entre empresas públicas e sociedades de economia mista, que exploram atividade econômica, e empresas privadas, no que tange às contribuições para o PIS/PASEP.","Não ofende o art. 173, § 1º, II, da Constituição Federal, a escolha legislativa de reputar não equivalentes a situação das empresas privadas com relação a das sociedades de economia mista, das empresas públicas e respectivas subsidiárias que exploram atividade econômica, para fins de submissão ao regime tributário das contribuições para o PIS e para o PASEP, à luz dos princípios da igualdade tributária e da seletividade no financiamento da Seguridade Social.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. EDSON FACHIN,RE 577494
63,Termo final de vigência do crédito-prêmio do IPI instituído pelo Decreto-lei nº 491/69.,"O crédito-prêmio de IPI, incentivo fiscal de natureza setorial instituído pelo art. 1º do Decreto-Lei 491/1969, deixou de vigorar em 5/10/1990 ante a ausência de sua confirmação por lei no prazo de dois anos após a publicação da Constituição de 1988, conforme definido no § 1º do art. 41 do Ato das Disposições Constitucionais Transitórias - ADCT.",Ativo · RG negada - questão sem relevância,DIREITO TRIBUTÁRIO,MIN. RICARDO LEWANDOWSKI,RE 561485
62,"Aplicabilidade do prazo prescricional do art. 7º, XXIX, da Constituição Federal (na redação dada pela Emenda Constitucional nº 28/2000) às ações trabalhistas ajuizadas por trabalhadores rurais cujos contratos de trabalho estavam vigentes à época da publicação da referida Emenda.","A questão da aplicabilidade da prescrição quinquenal do art. 7º, XXIX, da Constituição Federal, na redação da Emenda Constitucional 28/2000, ao direito ao crédito do trabalhador rural que, contratado antes da referida Emenda, tenha ajuizado ação trabalhista após a sua publicação e antes de 29/5/2005 não tem repercussão geral, pois ausente relevância econômica, política, social ou jurídica que transcenda o interesse das partes.",Ativo · RG negada - questão sem relevância,DIREITO DO TRABALHO,MIN. RICARDO LEWANDOWSKI,RE 570532
61,Elegibilidade de ex-cônjuge de ocupante de cargo político quando a dissolução da sociedade conjugal se dá durante o exercício do mandato._x000D_,"A dissolução da sociedade ou do vínculo conjugal, no curso do mandato, não afasta a inelegibilidade prevista no § 7º do artigo 14 da Constituição Federal.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ELEITORAL,MIN. RICARDO LEWANDOWSKI,RE 568596
60,Possibilidade de prisão civil do depositário infiel no ordenamento jurídico-constitucional brasileiro._x000D_,"É ilícita a prisão civil de depositário infiel, qualquer que seja a modalidade de depósito.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. CEZAR PELUSO,RE 466343
59,Progressão de regime em crimes hediondos cometidos antes da vigência da Lei nº 11.464/2007._x000D_,"A Lei nº 11.464/07, que majorou o tempo necessário para progressão no cumprimento da pena, não se aplica a situações jurídicas que retratem crime hediondo ou equiparado cometido em momento anterior à respectiva vigência.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL PENAL,MIN. MARCO AURÉLIO,RE 579167
58,Fracionamento de execução contra a Fazenda Pública para pagamento de custas processuais de forma autônoma em relação ao crédito principal.,"É vedado o fracionamento do valor de precatório em execução de sentença, com o objetivo de efetuar o pagamento das custas processuais por meio de requisição de pequeno valor (RPV).",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. GILMAR MENDES,RE 592619
57,"Possibilidade de servidor público militar transferido ingressar em universidade pública, na falta de universidade privada congênere à de origem.","É constitucional a previsão legal que assegure, na hipótese de transferência ex officio de servidor, a matrícula em instituição pública, se inexistir instituição congênere à de origem.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. EDSON FACHIN,RE 601580
56,Legitimidade do Ministério Público para propor ação civil pública em que se questiona acordo firmado entre o contribuinte e o Poder Público para pagamento de dívida tributária._x000D_,"O Ministério Público tem legitimidade para propor ação civil pública com o objetivo de anular Termo de Acordo de Regime Especial — TARE firmado entre o Poder Público e contribuinte, em face da legitimação ad causam que o texto constitucional lhe confere para defender o erário.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. RICARDO LEWANDOWSKI,RE 576155
55,Reserva de lei complementar estadual de contribuição compulsória para custeio de assistência médico-hospitalar.,"I - Os Estados membros possuem competência apenas para a instituição de contribuição voltada ao custeio do regime de previdência de seus servidores. Falece-lhes, portanto, competência para a criação de contribuição ou qualquer outra espécie tributária destinada ao custeio de serviços médicos, hospitalares, farmacêuticos e odontológicos prestados aos seus servidores;
II - Não há óbice constitucional à prestação, pelos Estados, de serviços de saúde a seus servidores, desde que a adesão a esses ""planos""seja facultativa.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. GILMAR MENDES,RE 573540
54,Extensão aos inativos e pensionistas da GDACT em seu grau máximo._x000D_,"I - A Gratificação de Desempenho de Atividade de Ciência e Tecnologia – GDACT, instituída pela Medida Provisória 2.048/2000, apesar de originalmente concebida como gratificação pro labore faciendo, teve caráter geral e foi estendida aos inativos até a sua regulamentação pelo Decreto 3.762/2001, quando passou a constituir gratificação paga em razão do efetivo exercício de cargo; _x000D_
II - É constitucional o art. 60-A acrescentado pela Lei 10.769/2003 à MP 2.229- 43/2001, dado que não implicou redução indevida, visto que, após o Decreto 3.762/2001, deixou de existir o direito dos inativos à percepção da GDACT nas mesmas condições em que concedida aos servidores em atividade.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. RICARDO LEWANDOWSKI,RE 572884
53,Competência para alterar alíquotas do Imposto de Exportação._x000D_,É compatível com a Constituição Federal a norma infraconstitucional que atribui a órgão integrante do Poder Executivo da União a faculdade de alterar as alíquotas do Imposto de Exportação.,Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. RICARDO LEWANDOWSKI,RE 570680
52,Incidência da Contribuição Provisória sobre Movimentação Financeira – CPMF sobre as receitas oriundas de exportação._x000D_,"A imunidade tributária prevista no art. 149, § 2º, I, da Constituição Federal é restrita às contribuições sociais e de intervenção no domínio econômico incidentes sobre as receitas decorrentes de exportação. Não contempla, assim, a CPMF, cuja hipótese de incidência — movimentações financeiras — não se confunde com receitas.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. RICARDO LEWANDOWSKI,RE 566259
51,"Cobrança da alíquota de 0,38% da CPMF nos noventa dias posteriores à publicação da Emenda Constitucional nº 42/2003.","A Emenda Constitucional 42/2003 não introduziu aumento de alíquota para cobrança da CPMF e, portanto, não violou o princípio da anterioridade nonagesimal.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. GILMAR MENDES,RE 566032
50,Possibilidade de substituir-se a formalização de acórdão fundamentado por certidão a qual contenha o resultado de julgamento._x000D_,"O artigo 118, § 3º, do Regimento Interno do Superior Tribunal Militar — que prevê que o resultado do julgamento de agravo interposto perante aquela Corte será certificado nos autos pela Secretaria do Tribunal Pleno — não pode implicar a ausência de lavratura do acórdão, sob pena de afronta às garantias constitucionais da motivação e da publicidade dos pronunciamentos judiciais.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL PENAL MILITAR,MIN. RICARDO LEWANDOWSKI,RE 575144
49,"Creditamento de IPI sobre aquisição de insumos ou produtos intermediários aplicados na fabricação de produtos finais sujeitos à alíquota zero ou isentos, em período anterior à Lei nº 9.779/99.","O direito do contribuinte de utilizar-se de crédito relativo a valores pagos a título de Imposto sobre Produtos Industrializados – IPI, oriundo da aquisição de matéria-prima a ser empregada em produto final beneficiado pela isenção ou tributado à alíquota zero, somente surgiu com a Lei nº 9.779/1999, não se mostrando possível a aplicação retroativa da norma.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. MARCO AURÉLIO,RE 562980
48,Reserva legal para a criação de cargos e reestruturação de órgão._x000D_,A Constituição da República não oferece guarida à possibilidade de o Governador do Distrito Federal criar cargos e reestruturar órgãos públicos por meio de simples decreto.,Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. RICARDO LEWANDOWSKI,RE 577025
47,Natureza do controle externo exercido pelos Tribunais de Contas Estaduais em relação a atos administrativos dos Municípios.,"A competência técnica do Tribunal de Contas do Estado, ao negar registro de admissão de pessoal, não se subordina à revisão pelo Poder Legislativo respectivo.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. EDSON FACHIN,RE 576920
46,Cobrança do Encargo de Capacidade Emergencial criado pela Lei nº 10.438/2002._x000D_,"É constitucional a cobrança dos encargos instituídos pela Lei 10.438/2002, os quais não possuem natureza tributária, mas de tarifa ou preço público.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. RICARDO LEWANDOWSKI,RE 576189
45,Possibilidade de execução provisória de obrigação de fazer contra a Fazenda Pública.,A execução provisória de obrigação de fazer em face da Fazenda Pública não atrai o regime constitucional dos precatórios.,Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. EDSON FACHIN,RE 573872
44,Constitucionalidade da instituição de contribuição para o custeio do serviço de iluminação pública._x000D_,O serviço de iluminação pública não pode ser remunerado mediante taxa.,Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. RICARDO LEWANDOWSKI,RE 573675
43,Competência para julgar reclamações de empregados temporários submetidos a regime especial disciplinado em lei local editada antes da Constituição de 1988._x000D_,"Compete à Justiça comum processar e julgar causas instauradas entre o Poder Público e seus servidores submetidos a regime especial disciplinado por lei local editada antes da Constituição Federal de 1988, com fundamento no artigo 106 da Constituição de 1967, na redação que lhe deu a Emenda Constitucional 1/1969.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. RICARDO LEWANDOWSKI,RE 573202
42,"Retenção de parcela do produto da arrecadação do ICMS, pertencente aos Municípios, em razão da concessão de incentivos fiscais pelo Estado-membro._x000D_","A retenção da parcela do ICMS constitucionalmente devida aos municípios, a pretexto de concessão de incentivos fiscais, configura indevida interferência do Estado no sistema constitucional de repartição de receitas tributárias.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. RICARDO LEWANDOWSKI,RE 572762
41,Direito adquirido à forma de cálculo de parcelas incorporadas à remuneração._x000D_,"I - Não há direito adquirido a regime jurídico, desde que respeitado o princípio constitucional da irredutibilidade de vencimentos;                                          _x000D_
II - A Lei complementar 203/2001, do Estado do Rio Grande do Norte, no ponto que alterou a forma de cálculo de gratificações e, consequentemente, a composição da remuneração de servidores públicos, não ofende a Constituição da República de 1988, por dar cumprimento ao princípio da irredutibilidade da remuneração.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. CÁRMEN LÚCIA,RE 563965
